Naam,Productcode,Type,Attributen,Barcode,EAN,Tags,Lengte,Breedte,Hoogte,Gewicht,Leverancier,Leverancier productcode,Afbeelding,Extern product,Inkoopbaar,Ongelimiteerde voorraad,Vrije voorraad,Totale voorraad,Minimale voorraad,Voorraad aanvullen tot,Inkoop veelvoud,Inkoopprijs,Verkoopprijs,Belastingspercentage,Voorraadwaarde,Backorders toestaan,Voorraad bijwerken in verkoopplatformen,Korte leverperiode,Lange leverperiode,Voorraadlocatie (hoogste prioriteit),HS-code,Land van oorsprong,Douane - Productbeschrijving (Engels),Cantastic,Cantastic TEST
Loop Colors 400ml,8021025003106,Normaal,Color: LP-310 SALZBURG,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/af16b3dfd018918e91d51bcc0944ef/original.jpg,0,1,0,23,23,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2B4,,,,1,0
Loop Colors 400ml,8021025003120,Normaal,Color: LP-312 BADEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/57f5c37417dbfe1b12f40b209899cc/original.jpg,0,1,0,29,29,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2B6,,,,1,0
Loop Colors 400ml,8021025002604,Normaal,Color: LP-260 BOLOGNA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5f7f1dd547839cd99cebfb5cea0490/original.jpg,0,1,0,41,41,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002611,Normaal,Color: LP-261 FERRARA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/48bbede5c44f1de75971dde4dcd751/original.jpg,0,1,0,61,61,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002628,Normaal,Color: LP-262 LA SPEZIA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a44dd85e11e3a9ac23eb7c2454f956/original.jpg,0,1,0,16,16,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002635,Normaal,Color: LP-263 PISA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d084793580816c9ed973cbd43068e2/original.jpg,0,1,0,9,9,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2A6,,,,1,0
Loop Colors 400ml,8021025002642,Normaal,Color: LP-264 PRATO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6675334b47018e1d60591d3e62e3f5/original.jpg,0,1,0,28,28,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2A7,,,,1,0
Loop Colors 400ml,8021025002680,Normaal,Color: LP-268 LIVORNO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9aa87e4d861f04e6d9d3c38ab19ece/original.jpg,0,1,0,2,2,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2A11,,,,1,0
Loop Colors 400ml,8021025002673,Normaal,Color: LP-267 SIENA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9e43b38b1742f04e84f9aa0f15db8f/original.jpg,0,1,0,21,21,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002154,Normaal,Color: LP-215 MONPELLIER,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8068b819bb22c5a3b787615d513716/original.jpg,0,1,0,26,26,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002185,Normaal,Color: LP-218 AJACCIO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e002bb0900c17d08b5f20e4a9202e3/original.jpg,0,1,0,28,28,0,10,1,0.00,3.75,21.0000,0,0,1,,,K1D17,,,,1,0
Loop Colors 400ml,8021025002178,Normaal,Color: LP-217 NICE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/70d0855eca6732fbf362b6c34273e4/original.jpg,0,1,0,29,29,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002505,Normaal,Color: LP-250 TORINO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d634eeab896f9fd3488f571366e0ff/original.jpg,0,1,0,28,28,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002567,Normaal,Color: LP-256 PIACENZA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d75d49954715cf41aca9c1285c7716/original.jpg,0,1,0,0,0,0,10,1,0.00,3.75,21.0000,0,0,1,,,K1D31,,,,1,0
Loop Colors 400ml,8021025002581,Normaal,Color: LP-258 MODENA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3ac9c241c89b10be11f17f5407b674/original.jpg,0,1,0,3,3,0,10,1,0.00,3.75,21.0000,0,0,1,,,K2A1,,,,1,0
Loop Colors 400ml,8021025002161,Normaal,Color: LP-216 TOULOUSE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/353d7161c583aa6dc0d16ddf06adae/original.jpg,0,1,0,10,10,0,10,1,0.00,3.75,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500264429,Normaal,Color: BLKP6000 Power Green,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2518eba828710214cad9fa01cdd96e/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500264764,Normaal,Color: BLKSILVE Silverchrome,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4cb18a155149109e8b20f89d7f46a3/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500264399,Normaal,Color: BLKTR1000 True Yellow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2f5b961374813f1eb51189e3c96798/original.jpg,0,1,0,3,3,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500264382,Normaal,Color: BLKTR4000 True Magenta,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1a461f60492f7b61df9b528ac0928e/original.jpg,0,1,0,7,7,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500264375,Normaal,Color: BLKTR5000 True Cyan,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6e0e18b5d36f050725595983c0f1b8/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263484,Normaal,Color: BLK1045 Mellon Yellow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1c7dd33add5f6c175fbdb4dbc36e60/original.jpg,0,1,0,3,3,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386329,Normaal,Color: BLK1110 Indian Spice,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8e6e1dbc36a2c72a9ecf27c83005c5/original.jpg,0,1,0,7,7,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386428,Normaal,Color: BLK5180 Trout,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/47599ad0bbe8a03ec6209a88e0632a/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386442,Normaal,Color: BLK5190 Whale,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/480a4d45f489c1a82b41154ba9c291/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386435,Normaal,Color: BLK5185 Marlin,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2ef9f008ef30fd8673bf0513389a7f/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321498,Normaal,Color: BLK6410 Trabi,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/26ddb5143883f27fa1e0e3778f73f0/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321504,Normaal,Color: BLK6420 Beetle,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c7db7437e63eb63f40f3ed503c6ecb/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321511,Normaal,Color: BLK6430 Reseda,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/306eb7519305fbcba56492d572d271/original.jpg,0,1,0,7,7,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321566,Normaal,Color: BLK6520 Mist,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7e0a8a04cfa2aa053d496f6b0cf580/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321535,Normaal,Color: BLK6510 Fog,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3338d3bcf95b029ae886b519c5962a/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321597,Normaal,Color: BLK6620 Hemp,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2767bc69fdc3a818b82df294078dab/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321573,Normaal,Color: BLK6530 Storm,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/125db29721de9f41618c571700042e/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386497,Normaal,Color: BLK6625 Boa,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/673a66eb97e91ae425ccc98c640fbb/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321603,Normaal,Color: BLK6630 Pan,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5daa04be36f601a947df5e8bc906a7/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321665,Normaal,Color: BLK7120 Lennox,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a7909c67065d09817b54a39cd0f7b3/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321672,Normaal,Color: BLK7130 Lambrate,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/bd0c679a5312cea5e5f9fa8dbfcbac/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321689,Normaal,Color: BLK7140 Industrilor,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e5157751b053de6a45562873f3bf2b/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386510,Normaal,Color: BLK8260 Mud,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a7b1fea3bda3e93bd5fbdfc23d1c0b/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500352188,Normaal,Color: BLK8250 Candy Bar,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c204f7716a36e5ae48fdc41c52a828/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500352201,Normaal,Color: BLKTR1010 True Yellow 50%,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/61374f39e41271dfa0f3380eb6820c/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500352218,Normaal,Color: BLKTR4010 True Magenta 50%,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7c90a027f2aee7dc674652307edf47/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500272073,Normaal,Color: BLKCOPPER Copperchrome,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b161412999fff0d4f2bdee641bea92/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500352225,Normaal,Color: BLKTR5010 True Cyan 50%,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ca2f035aa90296ef8fec96e82f448c/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500295607,Normaal,Color: BLKGOLD Goldchrome,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/34a1432ede6f402ec1e0a9e5cf4502/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321764,Normaal,Color: BLK8110 Arabian,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f3e89ac8a97dcd16df82f84fa5a6c8/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321788,Normaal,Color: BLK8120 Gobi,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1e90b3ea1bf2ba54c869de7ead3f32/original.jpg,0,1,0,4,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321795,Normaal,Color: BLK8130 Syrian,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6996ce9e1469953598fa809971b58e/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263453,Normaal,Color: BLK1010 Easter Yellow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2b4c872529bf58413ec977c05528e0/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263460,Normaal,Color: BLK1025 Kicking Yellow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4a5c238ba04e01a6af9e433ff7b22f/original.jpg,0,1,0,8,8,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263477,Normaal,Color: BLK1030 Yellow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8f6f97139063086eb60e502f76a118/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263491,Normaal,Color: BLK1050 Topaz,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e56fce1af3215273671ac839deaed7/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263507,Normaal,Color: BLK1060 Hazle,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3606848c1f8e2daf7edbc23b2b35c3/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386312,Normaal,Color: BLK1070 Pecan Nut,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e71a56e4ca03fdde6eff98b71709f8/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263514,Normaal,Color: BLK1080 Maroon,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ec3a3ddd9a7423988862bd594e1131/original.jpg,0,1,0,1,1,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386336,Normaal,Color: BLK1120 Masala,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/36352cb5047f203bbc0ef0ed4de0f1/original.jpg,0,1,0,2,2,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386350,Normaal,Color: BLK1130 Delhi,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d7165502a77e1804ca02c2ece49edb/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386398,Normaal,Color: BLK1140 Bombay,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7425b2ae6425e7970c91a3b851fe72/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321337,Normaal,Color: BLK2060 Juice,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7e94a30b5de3125e0d46a308337a20/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263668,Normaal,Color: BLK2070 Clockwork Orange,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/0c59f0d3c747fcf53d6dcdf7e421be/original.jpg,0,1,0,3,3,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263699,Normaal,Color: BLK2085 Halloween,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/90d27f07cf9c232ff57e9fec1d0c3b/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263682,Normaal,Color: BLK2075 Pure Orange,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1a257f72260321d024fd156980b8c7/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263705,Normaal,Color: BLK2093 Code Red,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d1c2fe66ff2d38104671457ddc0279/original.jpg,0,1,0,9,9,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500321344,Normaal,Color: BLK2110 Tomorrow,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5e703c71f057bc3fe6172f2e9a19db/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500289965,Normaal,Color: BLK2120 Atom's Megablast,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4177e9bc06906920f70249d52e8d0f/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263712,Normaal,Color: BLK3020 Fire Rose,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/de6c66dde731a8a22e2b8a6826e910/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263729,Normaal,Color: BLK3062 Cardinal,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/aa1480d490f556f9c85ff73ca016df/original.jpg,0,1,0,3,3,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500351945,Normaal,Color: BLK3065 Merlot,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/377c9fe421b932df7c991291d6245f/original.jpg,0,1,0,7,7,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263736,Normaal,Color: BLK3070 Cherry,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9f81cb11ab72a2e95d585ddbe626c1/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263743,Normaal,Color: BLK3080 Winegum,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5cc3c831c0b6152fd2ca93a025f080/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263781,Normaal,Color: BLK3100 Miss Piggy,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b4c644290a34b612df03b73fbc0988/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263798,Normaal,Color: BLK3120 Pink Cadillac,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a7e6c139fea99e237b7988c21c1354/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263804,Normaal,Color: BLK3130 Pink Panther,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ca6a20d898d81512c75f5dbc7e8c49/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263828,Normaal,Color: BLK3145 Punk Pink,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/76b1a0a25d64b53247ff22706281cb/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386404,Normaal,Color: BLK3148 Beast,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/38271944ac5fd9c283353faaae1aa0/original.jpg,0,1,0,9,9,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500351952,Normaal,Color: BLK3150 Freak,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1e3205c0f6332b225f478f1d34465c/original.jpg,0,1,0,12,12,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263835,Normaal,Color: BLK3155 Purple Rain,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7638a9dab898a059bcc65a45aa6cb0/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500351969,Normaal,Color: BLK3160 Good Times,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f956aa9d82e2034e951a049821bca2/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500351976,Normaal,Color: BLK3170 Imperator,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/66ab2767caa7b70e9e711310f4070d/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263637,Normaal,Color: BLK3200 Cocktail,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1891bf2df62fcb7aa0355ba0869e21/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263644,Normaal,Color: BLK3220 Mr. Crab,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1a2d68a241893eb8e4e8e7186b6c98/original.jpg,0,1,0,6,6,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263651,Normaal,Color: BLK3240 Sushi,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2924804d407a7e8c203cb8f83b6415/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500386411,Normaal,Color: BLK3305 Patpong,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/75a48d139a3579a1af865bcd3ad8b6/original.jpg,0,1,0,4,4,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263774,Normaal,Color: BLK3310 Pink Lemonade,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/90120ccbe2f5a781b2e698b0f319c6/original.jpg,0,1,0,2,2,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263767,Normaal,Color: BLK3320 Lollipop,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f93514832ac1ea79b681e52ec7b1ea/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
Montana BLACK 400ml,4048500263750,Normaal,Color: BLK3330 Bloody Mary,,,,6.70,6.70,18.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2b5d59302c1057738d6c69be9b772f/original.jpg,0,1,0,5,5,0,10,1,0.00,3.85,21.0000,0,0,1,,,,,,,1,0
