Intern UUID,Naam,Productcode,Actief,Type,Attributen,Barcode,EAN,Tags,Lengte,Breedte,Hoogte,Gewicht,Leverancier,Leverancier productcode,Afbeelding,Extern product,Inkoopbaar,Ongelimiteerde voorraad,Vrije voorraad,Totale voorraad,Gebruik fictieve voorraad,Fictieve voorraad,Gebruik daadwerkelijke voorraad als voorraad onder de volgende drempel komt,Minimale voorraad,Voorraad aanvullen tot,Inkoop veelvoud,Inkoopprijs,Verkoopprijs,Belastingspercentage,Voorraadwaarde,Backorders toestaan,Voorraad bijwerken in verkoopplatformen,Levertijd indien op voorraad,Levertijd indien niet op voorraad,Voorraadlocatie (hoogste prioriteit),HS-code,Land van oorsprong,Douane - Productbeschrijving (Engels),Cantastic,Cantastic TEST
de38976d-8402-45e6-a209-6ca07a073f54,Loop Colors 600ml Box Deal,lp-deals-600ml-436box,1,Samengesteld,Color: LP-436 CHROME,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e76c044adb267085a4def11b0997f7/original.jpg,0,1,0,47,47,0,,,0,10,1,0,17.99,,0,0,1,,,,,NL,,1,0
99f1d236-1cc1-4a1c-8277-3f91fcb7dddb,Loop Colors 600ml Box Deal,lp-deals-600ml-435box,1,Samengesteld,Color: LP-435 ASPHALT,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/399b4e56c6a2ed06e2f301b27fdf5b/original.jpg,0,1,0,6,6,0,,,0,10,1,0,18.25,,0,0,1,,,,,NL,,1,0
4040b52f-7895-49c1-8a5e-c0e64e84069a,Loop Colors 600ml Box Deal,lp-deals-600ml-416box,1,Samengesteld,Color: LP-416 MAXI BLACK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3d9641187904785b03affadc426225/original.jpg,0,1,0,0,0,0,,,0,10,1,0,17.99,,0,0,1,,,,,NL,,1,0
effda475-46c9-4b51-9436-be6faf7d315b,Loop Colors 600ml Box Deal,lp-deals-600ml-415box,1,Samengesteld,Color: LP-415 MAXI WHITE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fa831137e0243843ca9c7f2ac23592/original.jpg,0,1,0,9,9,0,,,0,10,1,0,17.99,,0,0,1,,,,,NL,,1,0
eb14c0b6-7b30-4863-9dbb-59dce0e39187,Grog Buff Proof Ink 200,8052440551675,1,Normaal,Color: GROG DEATH BLACK,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/59c538a30bf9ebf47c4f6e22607b67/original.jpg,0,1,0,4,4,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
0401b029-9b12-4bbd-a636-cc81cd3175f1,Grog Buff Proof Ink 200,8052440551712,1,Normaal,Color: GROG SPLATTER RED,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/44ecfa3aff56600ff4d4007c6d9e2d/original.jpg,0,1,0,3,3,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
724bc96f-b6cb-4713-8692-c6b47709ea60,Grog Buff Proof Ink 200,8052440551705,1,Normaal,Color: GROG JELLYFISH FUCHSIA,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3918263b587ca9c8c9f6338a260f56/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
62427ca2-5209-4152-bd73-1daabdd94c60,Grog Buff Proof Ink 200,8052440551699,1,Normaal,Color: GROG DIVING BLUE,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/11ebadc054d9d9f9e774df05c59386/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
a0ea68c5-c5a5-4426-9b95-85c1b321e464,Grog Full Metal Paint 200,8052440551613,1,Normaal,Color: GROG BURNING CHROME,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/26df8b8ba75117dd9fc714cf9d2c2a/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
3a82f32c-a5ce-426e-a7e4-4a6969eb74f4,Grog Full Metal Paint 200,8052440551514,1,Normaal,Color: GROG DEATH BLACK,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3469c2448c889b12f453c4f467751b/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
0cee0db3-ff39-45a5-a2d4-2480240895bf,Grog Full Metal Paint 200,8052440551606,1,Normaal,Color: GROG BOGOTA WHITE,,,,6.00,1.50,15.40,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/93564e4977a086aa2d83407435866b/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
6f389b36-0cc8-492a-ab08-d8688c841d15,Loop Colors 400ml Box Deal,8021025001041BOX,1,Samengesteld,Color: LP-104 BLACK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f17a58f32eaf6150e6bb012d94328e/original.jpg,0,1,0,69,76,0,,,0,10,1,0,14.25,,0,0,1,,,,,NL,,1,0
0f346315-69f3-4b01-9ca2-58097a3b89c0,Loop Colors 400ml Box Deal,8021025001034BOX,1,Samengesteld,Color: LP-103 BLACK MATT,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b2e8b9321cfed7616d35cc5786feb5/original.jpg,0,1,0,160,185,0,,,0,10,1,0,14.25,,0,0,1,,,,,NL,,1,0
c1263b57-a1ec-42f2-8a37-9407fab16257,Loop Colors 400ml Box Deal,lp-deals-400ml-100box,1,Samengesteld,Color: LP-100 WHITE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b2520be4f8c282f43c259b00debeea/original.jpg,0,1,0,266,276,0,,,0,10,1,0,14.25,,0,0,1,,,,,NL,,1,0
bc18117a-6439-4eaf-b6a3-73160e4bff66,Mr Serious Wanderer Backpack,23600324,1,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/691bd59a76a4ff7d142478941d87c0/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,74.99,,0,0,1,,,,,,,1,0
33022b97-c70b-461c-8de6-b3e60813d7d9,Grog Metalhead 04 RSP,8052440550845,1,Normaal,Color: GROG SLIMER GREEN,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/20abda7ba7fc79c69d01b995f90cd0/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
d2306b98-b6e6-49c5-a6d1-ad470687ba65,Grog Metalhead 04 RSP,8052440550821,1,Normaal,Color: GROG LAMBORGHINI YELLOW,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4af1aac1aea11f7d52d1fe4dcf8881/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
6e65841b-b316-4fea-9c2d-420689901784,Grog Metalhead 04 RSP,8052440550777,1,Normaal,Color: GROG ICEBERG BLUE,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8bda3fed0eae8008b0b90edc7cfaee/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
62f93577-ece1-4482-8dde-2a2c7ff0aa41,Grog Metalhead 04 RSP,8052440550746,1,Normaal,Color: GROG DEATH BLACK,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/194a7ee457675eb74876929da624ec/original.jpg,0,1,0,4,4,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
9cfdf939-39be-47e8-a7f1-5a3f59d2e703,Grog Metalhead 04 RSP,8052440550814,1,Normaal,Color: GROG BURNING CHROME,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f7f6426efe3f7b65d434f8cc3af661/original.jpg,0,1,0,4,4,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
785abc9c-3e6e-49fa-9958-5ca50c562a76,Grog Metalhead 04 RSP,8052440550807,1,Normaal,Color: GROG BOGOTA WHITE,,,,13.20,3.70,3.70,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7d6c77da932b4118ddbf5d595e7232/original.jpg,0,1,0,5,5,0,,,0,10,1,0.00,7.5,,0,0,1,,,,,,,1,0
0fb0d547-f80a-46f9-9834-61d94dc966fb,Grog Cutter 15mm XFP,8052440552610,1,Normaal,Color: GROG MIAMI GREEN,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c273cf4bf3a5a14e7412c114b3e2fe/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
bfd30433-46a9-4cf6-bf91-fc9f627954e3,Grog Cutter 15mm XFP,8052440552580,1,Normaal,Color: GROG JELLYFISH FUCHSIA,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b31dacb0f3279d786ee2fb0595d98f/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
39194138-172c-4ea2-830a-a795e863b489,Grog Cutter 15mm XFP,8052440552498,1,Normaal,Color: GROG ICEBERG BLUE,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3e4c983642e73b17bd94e1eca178ad/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
bb5d6c5b-27ce-473a-89af-cce4968a4eee,Grog Cutter 15mm XFP,8052440552511,1,Normaal,Color: GROG HOFFMAN GREEN,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/64fa883f2ce115b24b8032ff107e9f/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
dc31b637-e9cb-413a-95f0-ffbebc416e71,Grog Cutter 15mm XFP,8052440552474,1,Normaal,Color: GROG GOLDRAKE PURPLE,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2f667d3af728165bb1d491ff545b51/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
83377c86-660b-4f64-8867-6da48c005046,Grog Cutter 15mm XFP,8052440552597,1,Normaal,Color: GROG FLASH YELLOW,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2c4e9d4ce9a8db90f5fc1fb2ae6930/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
d5a6179d-0b78-41fd-9fc5-548de4ddb6d9,Grog Cutter 15mm XFP,8052440552528,1,Normaal,Color: GROG FERRARI RED,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8e236e7066392e5aeac6b2fa531982/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
d8c73fe2-ab64-420b-bae4-051662c0bf9c,Grog Cutter 15mm XFP,8052440552467,1,Normaal,Color: GROG DEATH BLACK,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c7dce38a27ea16122e941a573159f5/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
1e442312-0843-43bc-8c26-6d46367bf4dd,Grog Cutter 15mm XFP,8052440552535,1,Normaal,Color: GROG CLOCKWORK ORANGE,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/122dd8f2ccc4cfe9af592a7cb328ff/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
7b27421c-ce02-43ab-96e7-38c5deea2cc0,Grog Cutter 15mm XFP,8052440552559,1,Normaal,Color: GROG BURNING CHROME,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/85615a0cd61ac5ff99eed5a7108964/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
ab00bc04-ee38-4cc7-bbf3-53cffdd418aa,Grog Cutter 15mm XFP,8052440552542,1,Normaal,Color: GROG BOGOTA WHITE,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/031c3765e4ea882a92c934147f7308/original.jpg,0,1,0,3,3,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
78b07356-a93d-4973-8f77-82afb50090de,Grog Cutter 15mm XFP,8052440552481,1,Normaal,Color: GROG DIVING BLUE,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5934c76559a2c7f16788b6c75135ec/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
d626ea29-ac51-4390-b06b-c99a7ea6c145,Grog Cutter 15mm XFP,8052440552504,1,Normaal,Color: GROG OBITORY GREEN,,,,14.80,2.80,2.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4f5b5585a5c52670f78a14e8fec5c5/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.5,,0,0,1,,,,,,,1,0
ee459281-d7cf-4e09-966b-ae4eda022f18,New York Fat Cap,A6-01.075,1,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/72a7a28546929de0b019ecce417d76/original.jpg,0,1,0,385,385,0,,,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
3b4531f0-252c-4546-bd8c-2a9a26da8975,Super Booster Cap,A6-01.073,1,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/539ea9be45c38431aef892a94a257b/original.jpg,0,1,0,416,416,0,,,0,10,1,0.00,0.6,,0,0,1,,,,,,,1,0
bc4816e1-bdad-4118-820b-682f0f914d21,Grog Cutter 08mm XFP,8052440552184,1,Normaal,Color: GROG MIAMI GREEN,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/0990d03d6013b2c821d175c4b5355d/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
124a5764-2efc-4b5b-a88c-3c72dd288dd2,Grog Cutter 08mm XFP,8052440552177,1,Normaal,Color: LASER GREEN,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2246c77b4c84f7e153dcc2347b3daf/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,NL,,1,0
ee5c2e68-a649-401d-80ce-19d83a468154,Grog Cutter 08mm XFP,8052440550739,1,Normaal,Color: GROG JELLYFISH FUCHSIA,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/befdda4ec160924abb493fef3e4774/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
f131f510-daed-40e6-baf9-9788dbb174ad,Grog Cutter 08mm XFP,8052440550630,1,Normaal,Color: GROG ICEBERG BLUE,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/52b3ca015750a004cb31b2a91a5c38/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
d2b46a55-9e33-4c95-bbed-2196b9dd205b,Grog Cutter 08mm XFP,8052440552139,1,Normaal,Color: GROG GOLDRAKE PURPLE,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8b65fb757f9d459d92cee6d4a73991/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
96f80d6c-f199-473d-9dee-e0cd37cf44f1,Grog Cutter 08mm XFP,8052440552160,1,Normaal,Color: GROG FLASH YELLOW,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fc021f7e7f3a9a0155497a013495ed/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
903799c0-df92-4de3-867d-d7a00fb1f133,Grog Cutter 08mm XFP,8052440550661,1,Normaal,Color: GROG FERRARI RED,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/beb7d46b53afa42a747a406aaa5e44/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
e94d0cc1-9e7e-46c8-8fc1-1dd4f2fd23be,Grog Cutter 08mm XFP,8052440550616,1,Normaal,Color: GROG DEATH BLACK,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4893f90375f1545178e4cc8c06a691/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
a990c087-91cb-4500-9263-2499d8dd24d0,Grog Cutter 08mm XFP,8052440550678,1,Normaal,Color: GROG CLOCKWORK ORANGE,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/715f3c078b2c15d51cba631d0d439d/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
5e7f0121-a8ee-4b3e-958e-6b4a82e79cf9,Grog Cutter 08mm XFP,8052440550692,1,Normaal,Color: GROG BURNING CHROME,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7adfab764ee709ce401c8f0463425e/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
70e863e3-fe48-460e-b9d0-242db8df282c,Grog Cutter 08mm XFP,8052440550685,1,Normaal,Color: GROG BOGOTA WHITE,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9c17b758431ac2adb3e66c11d4be10/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
a41bc837-d39d-4882-ab09-e6d386a2a5b6,Grog Cutter 08mm XFP,8052440550623,1,Normaal,Color: GROG DIVING BLUE,,,,12.30,1.80,1.80,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/31a933643c0a1b7bb2246f76c9006e/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,4.5,,0,0,1,,,,,,,1,0
e2c8657e-3bc5-46b1-a0c3-473ee61ca442,Grog Squeezer 10mm FMP,8052440550395,1,Normaal,Color: GROG SUNRAY YELLOW,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2122eb9fed3ce8dc62afc8166dbaf1/original.jpg,0,1,0,3,3,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
ba2ca1a1-e89f-4844-81ff-0d3d90167be0,Grog Squeezer 10mm FMP,8052440552429,1,Normaal,Color: GROG MIAMI GREEN,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9a21fd69f240bcfca86bca30650e5d/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
691cd77b-0aa2-4d7d-9270-a865d4527a34,Grog Squeezer 10mm FMP,8052440551484,1,Normaal,Color: GROG JELLYFISH FUCHSIA,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fde6a2c271ca78f0641f850bd0ad3c/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
9de276f0-b9b9-40cc-854f-316fc4431cb9,Grog Squeezer 10mm FMP,8052440550357,1,Normaal,Color: GROG ICEBERG BLUE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/46d2b14f51dab40ce3451121814853/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
9f4270e5-78b2-4f8c-8af1-b8ed49c96790,Grog Squeezer 10mm FMP,8052440550326,1,Normaal,Color: GROG GOLDRAKE PURPLE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fd1dbb03bd17063aa410a0db53ee0e/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
ec9b6d8c-40da-4c21-958c-83f3441ba48e,Grog Squeezer 10mm FMP,8052440551774,1,Normaal,Color: GROG FLASH YELLOW,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3797447f9dab533a479523c7865a38/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
fec0d24e-7100-4751-926d-cb666491de71,Grog Squeezer 10mm FMP,8052440550371,1,Normaal,Color: GROG FERRARI RED,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c61c449f7bc49e321bfd3dc05bbce4/original.jpg,0,1,0,3,3,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
da714836-5ba7-491f-bc17-dfacc301187e,Grog Squeezer 10mm FMP,8052440550319,1,Normaal,Color: GROG DEATH BLACK,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8626ceb0af17c682d26dcc83b54221/original.jpg,0,1,0,5,5,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
1c07c673-0743-492b-9125-2c3bf3834bcb,Grog Squeezer 10mm FMP,8052440550388,1,Normaal,Color: GROG CLOCKWORK ORANGE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e040fd0021f5a187aba25cac397adf/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
0506f476-8511-42af-a5bd-f4c6ffc08386,Grog Squeezer 10mm FMP,8052440550418,1,Normaal,Color: GROG BURNING CHROME,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/553c6f75dcaf750ef3cc035e39f502/original.jpg,0,1,0,4,4,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
83251bf9-fab6-4747-b07d-95b4dd41fef3,Grog Squeezer 10mm FMP,8052440550401,1,Normaal,Color: GROG BOGOTA WHITE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/eda14d82df322fc426d2805d0e89aa/original.jpg,0,1,0,7,7,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
e4ffdc9f-4a72-4e71-9166-bfabeab7a201,Grog Squeezer 10mm FMP,8052440550340,1,Normaal,Color: GROG DIVING BLUE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/52436e0fc10e71cdb74b69e48b6eaf/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
b16398e8-ca1f-4999-8994-98afc8e8a99e,Grog Squeezer 10mm FMP,8052440550425,1,Normaal,Color: GROG KLONDIKE GOLD,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b119cd129414ac6227ce5bc2f15e90/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
2b86e7d3-13c0-430d-a026-db85ef5f8faf,Grog Squeezer 10mm FMP,8052440551828,1,Normaal,Color: GROG LASER GREEN,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4ebf9efeee6bbc098021c34ccb9327/original.jpg,0,1,0,3,3,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
fc2d0b12-ec0b-477b-b7be-cc4cb9ec358e,Grog Squeezer 10mm FMP,8052440550364,1,Normaal,Color: GROG OBITORY GREEN,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/283fbfd34cec1d745cc2c17059fe4d/original.jpg,0,1,0,2,2,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
22eff772-fefa-4be8-8bb8-55b9d4c67b6e,Grog Squeezer 10mm FMP,8052440550333,1,Normaal,Color: GROG PIGGY PINK,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8853b0c632652cd3951435dcb4a612/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
4e066192-1634-4336-9978-7a6473b49717,Grog Squeezer 10mm FMP,8052440550456,1,Normaal,Color: GROG NEON FUCHSIA,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/44341db2d9ed04923010758fb69110/original.jpg,0,1,0,1,1,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
1f49a42b-afad-400d-9e92-d643dbae2a32,Grog Squeezer 10mm FMP,8052440550449,1,Normaal,Color: GROG NEON GREEN,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/bfeb5f52c7d1d313e3bf0473bd38a2/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
5155b492-0ad0-4836-9545-5964350d4c0d,Grog Squeezer 10mm FMP,8052440550432,1,Normaal,Color: GROG NEON ORANGE,,,,14.20,3.50,3.50,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/82d84f01c7962877b2545ed6d57d06/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,5.8,,0,0,1,,,,,,,1,0
a587ecb9-9ad2-496f-8c15-ad00841939ea,Mr. Serious Gloves,23100039,1,Normaal,Sizes: M,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2af0d949a3589fde0c9d8c34327310/original.jpg,0,1,0,0,0,0,,,0,10,1,0.00,3,,0,0,1,,,,,,,1,0
cbdbd695-1a40-4187-9f43-4d5f14d26029,Mr. Serious Gloves,23100060,1,Normaal,Sizes: XXL,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/34df3b8c1cd86ac30830d675bfcaed/original.jpg,0,1,0,11,11,0,,,0,10,1,0.00,3,,0,0,1,,,,,,,1,0
f49b0c88-dfb7-4f92-b8bc-ebd0613369f7,Mr. Serious Gloves,23100053,1,Normaal,Sizes: XL,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ed27a2ff340553ed320f264b3c5390/original.jpg,0,1,0,6,6,0,,,0,10,1,0.00,3,,0,0,1,,,,,,,1,0
e3da75a3-9cb8-404a-a7ec-8fc4ff716e00,Mr. Serious Gloves,23100022,1,Normaal,Sizes: S,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/11faf2d8bb94b78f97a5fe0df846f0/original.jpg,0,1,0,31,31,0,,,0,10,1,0.00,3,,0,0,1,,,,,,,1,0
